Date,Price,Open,High,Low,Vol.,Change %
2024-08-27,258.58,260.0,261.63,258.0,7.97M,-0.55%
2024-08-28,267.3,260.0,269.05,258.92,34.38M,3.37%
2024-08-29,269.35,267.5,270.98,267.02,25.69M,0.77%
2024-08-30,269.2,270.85,271.0,267.85,19.43M,-0.06%
2024-09-02,266.23,269.2,271.0,265.92,15.74M,-1.11%
2024-09-03,268.02,266.5,270.42,264.75,15.06M,0.68%
2024-09-04,259.58,264.0,264.13,258.38,20.40M,-3.15%
2024-09-05,262.42,260.6,263.0,259.75,12.07M,1.10%
2024-09-06,260.3,262.42,264.95,259.23,14.58M,-0.81%
2024-09-09,257.42,258.55,260.88,256.73,11.92M,-1.10%
2024-09-10,262.88,258.4,264.0,257.0,10.29M,2.12%
2024-09-11,257.17,262.5,263.13,256.63,8.26M,-2.17%
2024-09-12,265.02,260.23,266.0,258.88,15.78M,3.05%
2024-09-13,275.3,266.9,276.25,265.42,35.92M,3.88%
2024-09-16,275.95,276.5,278.42,274.5,11.09M,0.24%
2024-09-17,275.95,274.5,277.45,273.52,8.73M,0.00%
2024-09-18,269.08,274.52,274.52,266.33,16.67M,-2.49%
2024-09-19,266.67,272.1,275.73,264.58,20.97M,-0.89%
2024-09-20,269.55,268.95,270.38,265.5,16.66M,1.08%
2024-09-23,267.45,269.55,270.2,266.0,8.54M,-0.78%
2024-09-24,269.77,266.1,270.95,264.67,12.36M,0.87%
2024-09-25,268.1,269.4,269.7,265.38,8.07M,-0.62%
2024-09-26,270.95,269.35,271.55,267.85,11.40M,1.06%
2024-09-27,270.9,274.45,279.45,270.35,26.46M,-0.02%
2024-09-30,270.73,269.0,272.25,267.0,8.20M,-0.06%
2024-10-01,273.38,270.1,274.8,270.1,9.41M,0.98%
2024-10-03,265.08,270.05,271.2,263.13,14.04M,-3.04%
2024-10-04,266.77,264.02,270.98,264.02,11.92M,0.64%
2024-10-07,265.73,269.0,270.85,262.98,9.88M,-0.39%
2024-10-08,263.48,265.77,266.9,260.15,11.50M,-0.85%
2024-10-09,265.58,264.9,269.35,264.25,8.84M,0.80%
2024-10-10,262.5,267.5,268.8,261.73,12.62M,-1.16%
2024-10-11,264.15,260.17,267.2,260.17,8.44M,0.63%
2024-10-14,274.77,269.35,275.92,268.15,33.14M,4.02%
2024-10-15,266.48,276.42,276.42,265.42,21.60M,-3.02%
2024-10-16,266.08,266.5,269.4,264.5,12.55M,-0.15%
2024-10-17,264.38,267.48,269.0,262.52,23.76M,-0.64%
2024-10-18,274.33,266.0,279.2,262.4,74.65M,3.76%
2024-10-21,274.05,275.8,280.95,273.5,23.97M,-0.10%
2024-10-22,272.73,274.9,277.75,271.92,18.48M,-0.48%
2024-10-23,273.6,273.75,277.25,271.1,12.70M,0.32%
2024-10-24,273.45,273.6,275.25,272.58,9.58M,-0.05%
2024-10-25,271.73,274.88,276.0,270.25,10.12M,-0.63%
2024-10-28,279.3,271.73,279.9,271.35,11.19M,2.79%
2024-10-29,281.1,279.9,281.7,276.63,12.06M,0.64%
2024-10-30,282.63,281.25,289.38,280.55,20.76M,0.54%
2024-10-31,275.9,282.4,283.15,274.15,15.68M,-2.38%
2024-11-01,275.67,275.85,277.45,275.0,1.96M,-0.08%
2024-11-04,270.4,275.5,276.23,267.1,9.86M,-1.91%
2024-11-05,271.85,271.5,272.67,270.2,6.86M,0.54%
2024-11-06,281.95,273.73,282.92,270.5,19.55M,3.72%
2024-11-07,281.7,283.0,284.85,277.23,12.00M,-0.09%
2024-11-08,284.5,282.5,289.4,282.5,20.85M,0.99%
2024-11-11,286.75,284.5,291.6,283.02,16.14M,0.79%
2024-11-12,285.33,287.5,289.85,284.52,11.26M,-0.50%
2024-11-13,284.5,285.0,286.8,282.77,11.39M,-0.29%
2024-11-14,283.35,284.48,287.27,282.1,9.78M,-0.40%
2024-11-18,276.42,283.35,283.35,270.15,15.29M,-2.44%
2024-11-19,281.0,278.0,284.9,277.35,12.92M,1.66%
2024-11-21,278.58,281.0,283.8,277.65,11.67M,-0.86%
2024-11-22,285.83,280.98,286.8,278.95,14.73M,2.60%
2024-11-25,291.23,287.75,293.77,286.95,23.30M,1.89%
2024-11-26,294.5,292.5,295.17,289.65,15.77M,1.12%
2024-11-27,291.45,295.75,298.0,290.95,13.66M,-1.04%
2024-11-28,286.1,292.88,293.0,285.27,11.90M,-1.84%
2024-11-29,288.92,287.5,290.38,285.8,8.54M,0.99%
2024-12-02,292.27,291.23,292.77,289.1,11.19M,1.16%
2024-12-03,291.65,295.35,296.2,289.3,15.45M,-0.21%
2024-12-04,294.0,294.65,297.0,291.8,14.04M,0.81%
2024-12-05,299.3,295.0,300.9,293.9,13.49M,1.80%
2024-12-06,297.35,299.15,299.15,296.2,7.89M,-0.65%
2024-12-09,303.75,295.0,305.7,293.75,9.29M,2.15%
2024-12-10,308.1,306.0,311.0,303.45,17.03M,1.43%
